State,County,metro,Min. Wage,ftmw1,ftmw2,avtw1,avtw2,"aftw2
",fmr0,fmr1,fmr2,fmr3,fmr4,fmr0F1,fmr0F2,fmr0A1,fmr0A2,aftw2,fmr1F1,fmr1F2,fmr1A1,fmr1A2,aftw2,fmr2F1,fmr2F2,fmr2A1,fmr2A2,aftw2,fmr3F1,fmr3F2,fmr3A1,fmr3A2,aftw2,fmr4F1,fmr4F2,fmr4A1,fmr4A2,aftw2
AK,Bristol Bay Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",778,800,1083,1457,1462,51.30%,25.65%,59.47%,29.74%,27.54%,74.84%,37.42%,86.77%,43.38%,28.32%,71.41%,35.70%,82.79%,41.40%,38.34%,96.07%,48.03%,111.38%,55.69%,51.58%,96.40%,48.20%,111.76%,55.88%,51.76%
AK,Denali Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",967,1135,1346,1983,1990,63.76%,31.88%,73.92%,36.96%,34.23%,58.75%,29.37%,68.11%,34.06%,40.18%,88.75%,44.37%,102.90%,51.45%,47.65%,130.75%,65.37%,151.59%,75.80%,70.20%,131.21%,65.60%,152.13%,76.06%,70.45%
AK,Dillingham Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",758,891,1056,1315,1525,49.98%,24.99%,57.95%,28.97%,26.83%,67.12%,33.56%,77.82%,38.91%,31.54%,69.63%,34.81%,80.73%,40.36%,37.38%,86.70%,43.35%,100.53%,50.26%,46.55%,100.55%,50.27%,116.58%,58.29%,53.99%
AK,Fairbanks North Star Borough,1,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",819,1018,1377,2029,2365,54.00%,27.00%,62.61%,31.30%,28.99%,48.86%,24.43%,56.65%,28.32%,36.04%,90.79%,45.40%,105.27%,52.63%,48.75%,133.78%,66.89%,155.11%,77.55%,71.83%,155.93%,77.97%,180.79%,90.40%,83.72%
AK,Haines Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",657,741,915,1348,1353,43.32%,21.66%,50.22%,25.11%,23.26%,37.19%,18.59%,43.12%,21.56%,26.23%,60.33%,30.16%,69.95%,34.97%,32.39%,88.88%,44.44%,103.05%,51.52%,47.72%,89.21%,44.60%,103.43%,51.72%,47.90%
AK,Hoonah-Angoon Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",548,564,763,950,1178,36.13%,18.07%,41.89%,20.95%,19.40%,61.52%,30.76%,71.32%,35.66%,19.97%,50.31%,25.15%,58.33%,29.16%,27.01%,62.64%,31.32%,72.62%,36.31%,33.63%,77.67%,38.84%,90.05%,45.03%,41.70%
AK,Juneau City and Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",769,933,1262,1652,1963,50.70%,25.35%,58.79%,29.39%,27.22%,46.42%,23.21%,53.82%,26.91%,33.03%,83.21%,41.60%,96.47%,48.24%,44.68%,108.92%,54.46%,126.29%,63.14%,58.48%,129.43%,64.71%,150.06%,75.03%,69.49%
AK,Kenai Peninsula Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",664,704,882,1105,1445,43.78%,21.89%,50.76%,25.38%,23.51%,55.58%,27.79%,64.44%,32.22%,24.92%,58.15%,29.08%,67.42%,33.71%,31.22%,72.86%,36.43%,84.47%,42.24%,39.12%,95.27%,47.64%,110.46%,55.23%,51.15%
AK,Ketchikan Gateway Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",653,843,1097,1616,1754,43.05%,21.53%,49.92%,24.96%,23.12%,52.42%,26.21%,60.77%,30.39%,29.84%,72.33%,36.16%,83.86%,41.93%,38.83%,106.55%,53.27%,123.54%,61.77%,57.21%,115.65%,57.82%,134.09%,67.04%,62.09%
AK,Kodiak Island Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",675,795,994,1465,1761,44.51%,22.25%,51.60%,25.80%,23.90%,41.08%,20.54%,47.63%,23.81%,28.14%,65.54%,32.77%,75.99%,37.99%,35.19%,96.59%,48.30%,111.99%,56.00%,51.86%,116.11%,58.05%,134.62%,67.31%,62.34%
AK,Lake and Peninsula Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",531,623,739,993,1309,35.01%,17.51%,40.59%,20.30%,18.80%,50.18%,25.09%,58.17%,29.09%,22.05%,48.73%,24.36%,56.49%,28.25%,26.16%,65.47%,32.74%,75.91%,37.96%,35.15%,86.31%,43.15%,100.07%,50.03%,46.34%
AK,Matanuska-Susitna Borough,1,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",658,761,1007,1484,1784,43.38%,21.69%,50.30%,25.15%,23.29%,66.13%,33.07%,76.67%,38.34%,26.94%,66.40%,33.20%,76.98%,38.49%,35.65%,97.85%,48.92%,113.44%,56.72%,52.53%,117.63%,58.81%,136.38%,68.19%,63.16%
AK,Nome Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",807,1003,1357,1690,1813,53.21%,26.60%,61.69%,30.85%,28.57%,60.99%,30.49%,70.71%,35.36%,35.51%,89.47%,44.74%,103.74%,51.87%,48.04%,111.43%,55.71%,129.19%,64.60%,59.83%,119.54%,59.77%,138.60%,69.30%,64.18%
AK,North Slope Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",734,925,1097,1366,1759,48.40%,24.20%,56.11%,28.06%,25.98%,70.15%,35.08%,81.34%,40.67%,32.75%,72.33%,36.16%,83.86%,41.93%,38.83%,90.07%,45.03%,104.42%,52.21%,48.36%,115.98%,57.99%,134.47%,67.23%,62.27%
AK,Northwest Arctic Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",1019,1064,1261,1571,1685,67.19%,33.59%,77.90%,38.95%,36.07%,47.14%,23.57%,54.66%,27.33%,37.67%,83.14%,41.57%,96.40%,48.20%,44.64%,103.58%,51.79%,120.10%,60.05%,55.61%,111.10%,55.55%,128.81%,64.41%,59.65%
AK,Petersburg Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",694,715,967,1204,1713,45.76%,22.88%,53.05%,26.53%,24.57%,44.04%,22.02%,51.07%,25.53%,25.31%,63.76%,31.88%,73.92%,36.96%,34.23%,79.38%,39.69%,92.04%,46.02%,42.62%,112.95%,56.47%,130.95%,65.48%,60.64%
AK,Prince of Wales-Hyder Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",664,668,904,1126,1208,43.78%,21.89%,50.76%,25.38%,23.51%,56.44%,28.22%,65.44%,32.72%,23.65%,59.60%,29.80%,69.11%,34.55%,32.00%,74.24%,37.12%,86.08%,43.04%,39.86%,79.65%,39.82%,92.35%,46.17%,42.76%
AK,Sitka City and Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",807,856,1158,1613,1672,53.21%,26.60%,61.69%,30.85%,28.57%,66.40%,33.20%,76.98%,38.49%,30.30%,76.35%,38.18%,88.52%,44.26%,40.99%,106.35%,53.18%,123.31%,61.65%,57.10%,110.24%,55.12%,127.82%,63.91%,59.19%
AK,Skagway Municipality,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",857,1007,1194,1487,1724,56.51%,28.25%,65.51%,32.76%,30.34%,48.53%,24.26%,56.26%,28.13%,35.65%,78.73%,39.36%,91.28%,45.64%,42.27%,98.04%,49.02%,113.67%,56.84%,52.64%,113.67%,56.84%,131.79%,65.90%,61.03%
AK,Southeast Fairbanks Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",623,736,976,1216,1678,41.08%,20.54%,47.63%,23.81%,22.05%,53.74%,26.87%,62.30%,31.15%,26.06%,64.35%,32.18%,74.61%,37.31%,34.55%,80.18%,40.09%,92.96%,46.48%,43.05%,110.64%,55.32%,128.28%,64.14%,59.40%
AK,Valdez-Cordova Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",771,815,1019,1435,1550,50.84%,25.42%,58.94%,29.47%,27.29%,48.33%,24.16%,56.03%,28.02%,28.85%,67.19%,33.59%,77.90%,38.95%,36.07%,94.62%,47.31%,109.70%,54.85%,50.80%,102.20%,51.10%,118.49%,59.25%,54.87%
AK,Wade Hampton Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",624,733,869,1082,1255,41.14%,20.57%,47.70%,23.85%,22.09%,42.73%,21.36%,49.54%,24.77%,25.95%,57.30%,28.65%,66.43%,33.22%,30.76%,71.34%,35.67%,82.71%,41.36%,38.30%,82.75%,41.37%,95.94%,47.97%,44.43%
AK,Wrangell City and Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",596,648,830,1223,1227,39.30%,19.65%,45.56%,22.78%,21.10%,44.77%,22.38%,51.91%,25.95%,22.94%,54.73%,27.36%,63.45%,31.72%,29.38%,80.64%,40.32%,93.49%,46.75%,43.30%,80.90%,40.45%,93.80%,46.90%,43.44%
AK,Yakutat City and Borough,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",625,679,870,1282,1541,41.21%,20.60%,47.78%,23.89%,22.13%,40.15%,20.08%,46.56%,23.28%,24.04%,57.36%,28.68%,66.51%,33.25%,30.80%,84.53%,42.26%,98.00%,49.00%,45.38%,101.60%,50.80%,117.80%,58.90%,54.55%
AK,Yukon-Koyukuk Census Area,0,$8.75,"$18,200.00","$36,400.00","$15,697.50","$31,395.00","$33,897.50",593,609,734,914,1139,39.10%,19.55%,45.33%,22.67%,20.99%,31.32%,15.66%,36.31%,18.16%,21.56%,48.40%,24.20%,56.11%,28.06%,25.98%,60.26%,30.13%,69.87%,34.94%,32.36%,75.10%,37.55%,87.07%,43.54%,40.32%
AZ,Apache County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",389,475,643,805,967,27.88%,13.94%,32.32%,16.16%,14.97%,43.00%,21.50%,49.86%,24.93%,18.28%,46.08%,23.04%,53.43%,26.71%,24.74%,57.69%,28.85%,66.89%,33.44%,30.98%,69.30%,34.65%,80.35%,40.18%,37.21%
AZ,Cochise County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",581,600,751,1085,1330,41.64%,20.82%,48.28%,24.14%,22.36%,59.13%,29.56%,68.55%,34.28%,23.09%,53.82%,26.91%,62.40%,31.20%,28.90%,77.76%,38.88%,90.16%,45.08%,41.75%,95.32%,47.66%,110.51%,55.26%,51.18%
AZ,Coconino County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",710,825,1033,1311,1671,50.88%,25.44%,59.00%,29.50%,27.32%,44.58%,22.29%,51.68%,25.84%,31.75%,74.03%,37.02%,85.83%,42.92%,39.75%,93.96%,46.98%,108.93%,54.47%,50.45%,119.76%,59.88%,138.85%,69.42%,64.30%
AZ,Gila County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",597,622,838,1210,1420,42.79%,21.39%,49.61%,24.80%,22.97%,45.94%,22.97%,53.26%,26.63%,23.93%,60.06%,30.03%,69.63%,34.82%,32.25%,86.72%,43.36%,100.54%,50.27%,46.56%,101.77%,50.88%,117.99%,59.00%,54.64%
AZ,Graham County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",454,641,763,1124,1128,32.54%,16.27%,37.72%,18.86%,17.47%,34.04%,17.02%,39.47%,19.73%,24.67%,54.68%,27.34%,63.40%,31.70%,29.36%,80.55%,40.28%,93.40%,46.70%,43.25%,80.84%,40.42%,93.73%,46.86%,43.40%
AZ,Greenlee County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",458,475,643,801,859,32.82%,16.41%,38.06%,19.03%,17.62%,39.85%,19.92%,46.20%,23.10%,18.28%,46.08%,23.04%,53.43%,26.71%,24.74%,57.41%,28.70%,66.56%,33.28%,30.82%,61.56%,30.78%,71.38%,35.69%,33.05%
AZ,La Paz County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",536,556,752,937,1167,38.41%,19.21%,44.54%,22.27%,20.62%,52.68%,26.34%,61.07%,30.54%,21.39%,53.89%,26.95%,62.49%,31.24%,28.94%,67.15%,33.58%,77.86%,38.93%,36.05%,83.64%,41.82%,96.97%,48.48%,44.91%
AZ,Maricopa County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",582,735,908,1338,1563,41.71%,20.86%,48.36%,24.18%,22.39%,42.21%,21.11%,48.94%,24.47%,28.28%,65.07%,32.54%,75.45%,37.72%,34.94%,95.89%,47.95%,111.18%,55.59%,51.49%,112.02%,56.01%,129.87%,64.94%,60.14%
AZ,Mohave County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",477,589,752,1019,1180,34.19%,17.09%,39.64%,19.82%,18.35%,38.49%,19.24%,44.62%,22.31%,22.66%,53.89%,26.95%,62.49%,31.24%,28.94%,73.03%,36.51%,84.67%,42.34%,39.21%,84.57%,42.28%,98.05%,49.02%,45.41%
AZ,Navajo County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",534,537,727,1025,1036,38.27%,19.14%,44.37%,22.19%,20.55%,43.79%,21.89%,50.77%,25.38%,20.66%,52.10%,26.05%,60.41%,30.20%,27.97%,73.46%,36.73%,85.17%,42.59%,39.44%,74.25%,37.12%,86.08%,43.04%,39.86%
AZ,Pima County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",489,611,822,1207,1436,35.05%,17.52%,40.63%,20.32%,18.82%,52.68%,26.34%,61.07%,30.54%,23.51%,58.91%,29.46%,68.30%,34.15%,31.63%,86.50%,43.25%,100.29%,50.15%,46.44%,102.91%,51.46%,119.32%,59.66%,55.26%
AZ,Pinal County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",582,735,908,1338,1563,41.71%,20.86%,48.36%,24.18%,22.39%,44.08%,22.04%,51.10%,25.55%,28.28%,65.07%,32.54%,75.45%,37.72%,34.94%,95.89%,47.95%,111.18%,55.59%,51.49%,112.02%,56.01%,129.87%,64.94%,60.14%
AZ,Santa Cruz County,0,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",544,615,763,962,1351,38.99%,19.49%,45.20%,22.60%,20.93%,45.15%,22.58%,52.35%,26.17%,23.66%,54.68%,27.34%,63.40%,31.70%,29.36%,68.94%,34.47%,79.94%,39.97%,37.02%,96.82%,48.41%,112.26%,56.13%,51.99%
AZ,Yavapai County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",555,630,796,1173,1240,39.78%,19.89%,46.12%,23.06%,21.36%,46.37%,23.18%,53.76%,26.88%,24.24%,57.05%,28.52%,66.14%,33.07%,30.63%,84.07%,42.03%,97.47%,48.73%,45.14%,88.87%,44.43%,103.03%,51.52%,47.71%
AZ,Yuma County,1,$8.05,"$16,744.00","$33,488.00","$14,441.70","$28,883.40","$31,185.70",605,647,854,1258,1441,43.36%,21.68%,50.27%,25.14%,23.28%,31.39%,15.70%,36.39%,18.20%,24.90%,61.20%,30.60%,70.96%,35.48%,32.86%,90.16%,45.08%,104.53%,52.27%,48.41%,103.27%,51.64%,119.74%,59.87%,55.45%
AR,Arkansas County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",435,438,592,737,840,33.46%,16.73%,38.80%,19.40%,17.97%,33.23%,16.62%,38.53%,19.26%,18.09%,45.54%,22.77%,52.80%,26.40%,24.45%,56.69%,28.35%,65.73%,32.87%,30.44%,64.62%,32.31%,74.92%,37.46%,34.69%
AR,Ashley County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",429,432,584,791,794,33.00%,16.50%,38.26%,19.13%,17.72%,35.08%,17.54%,40.67%,20.33%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,60.85%,30.42%,70.55%,35.27%,32.67%,61.08%,30.54%,70.81%,35.41%,32.79%
AR,Baxter County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",449,456,608,891,1077,34.54%,17.27%,40.04%,20.02%,18.54%,43.00%,21.50%,49.86%,24.93%,18.83%,46.77%,23.38%,54.23%,27.11%,25.11%,68.54%,34.27%,79.46%,39.73%,36.80%,82.85%,41.42%,96.05%,48.03%,44.48%
AR,Benton County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",490,559,719,1059,1249,37.69%,18.85%,43.70%,21.85%,20.24%,33.92%,16.96%,39.33%,19.67%,23.09%,55.31%,27.65%,64.12%,32.06%,29.70%,81.46%,40.73%,94.45%,47.22%,43.74%,96.08%,48.04%,111.39%,55.70%,51.58%
AR,Boone County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",438,441,597,834,1002,33.69%,16.85%,39.06%,19.53%,18.09%,33.23%,16.62%,38.53%,19.26%,18.21%,45.92%,22.96%,53.24%,26.62%,24.66%,64.15%,32.08%,74.38%,37.19%,34.45%,77.08%,38.54%,89.36%,44.68%,41.38%
AR,Bradley County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",411,432,584,848,851,31.62%,15.81%,36.66%,18.33%,16.97%,35.46%,17.73%,41.11%,20.56%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,65.23%,32.62%,75.63%,37.81%,35.02%,65.46%,32.73%,75.90%,37.95%,35.15%
AR,Calhoun County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",458,461,624,777,944,35.23%,17.62%,40.85%,20.42%,18.92%,35.23%,17.62%,40.85%,20.42%,19.04%,48.00%,24.00%,55.65%,27.83%,25.77%,59.77%,29.88%,69.30%,34.65%,32.09%,72.62%,36.31%,84.19%,42.10%,38.99%
AR,Carroll County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",455,458,607,791,811,35.00%,17.50%,40.58%,20.29%,18.79%,33.38%,16.69%,38.71%,19.35%,18.92%,46.69%,23.35%,54.14%,27.07%,25.07%,60.85%,30.42%,70.55%,35.27%,32.67%,62.38%,31.19%,72.33%,36.16%,33.50%
AR,Chicot County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",431,434,584,861,1034,33.15%,16.58%,38.44%,19.22%,17.80%,34.08%,17.04%,39.51%,19.75%,17.92%,44.92%,22.46%,52.08%,26.04%,24.12%,66.23%,33.12%,76.79%,38.39%,35.56%,79.54%,39.77%,92.22%,46.11%,42.71%
AR,Clark County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",440,443,584,774,780,33.85%,16.92%,39.24%,19.62%,18.17%,33.23%,16.62%,38.53%,19.26%,18.30%,44.92%,22.46%,52.08%,26.04%,24.12%,59.54%,29.77%,69.03%,34.52%,31.97%,60.00%,30.00%,69.57%,34.78%,32.21%
AR,Clay County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",429,432,584,758,800,33.00%,16.50%,38.26%,19.13%,17.72%,36.54%,18.27%,42.36%,21.18%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,58.31%,29.15%,67.60%,33.80%,31.31%,61.54%,30.77%,71.35%,35.67%,33.04%
AR,Cleburne County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",472,475,609,800,934,36.31%,18.15%,42.10%,21.05%,19.49%,37.08%,18.54%,42.99%,21.49%,19.62%,46.85%,23.42%,54.31%,27.16%,25.15%,61.54%,30.77%,71.35%,35.67%,33.04%,71.85%,35.92%,83.30%,41.65%,38.58%
AR,Cleveland County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",409,482,641,803,982,31.46%,15.73%,36.48%,18.24%,16.89%,33.23%,16.62%,38.53%,19.26%,19.91%,49.31%,24.65%,57.17%,28.58%,26.47%,61.77%,30.88%,71.62%,35.81%,33.16%,75.54%,37.77%,87.58%,43.79%,40.56%
AR,Columbia County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",429,432,584,822,825,33.00%,16.50%,38.26%,19.13%,17.72%,35.92%,17.96%,41.65%,20.82%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,63.23%,31.62%,73.31%,36.66%,33.95%,63.46%,31.73%,73.58%,36.79%,34.07%
AR,Conway County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",464,467,632,787,1025,35.69%,17.85%,41.38%,20.69%,19.16%,38.92%,19.46%,45.13%,22.56%,19.29%,48.62%,24.31%,56.37%,28.18%,26.10%,60.54%,30.27%,70.19%,35.09%,32.50%,78.85%,39.42%,91.42%,45.71%,42.33%
AR,Craighead County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",381,506,626,879,883,29.31%,14.65%,33.98%,16.99%,15.74%,37.46%,18.73%,43.43%,21.72%,20.90%,48.15%,24.08%,55.83%,27.92%,25.85%,67.62%,33.81%,78.39%,39.20%,36.30%,67.92%,33.96%,78.75%,39.38%,36.47%
AR,Crawford County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",484,487,638,850,958,37.23%,18.62%,43.17%,21.58%,19.99%,54.00%,27.00%,62.61%,31.30%,20.11%,49.08%,24.54%,56.90%,28.45%,26.35%,65.38%,32.69%,75.81%,37.90%,35.11%,73.69%,36.85%,85.44%,42.72%,39.57%
AR,Crittenden County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",614,702,832,1137,1267,47.23%,23.62%,54.76%,27.38%,25.36%,37.92%,18.96%,43.97%,21.98%,28.99%,64.00%,32.00%,74.20%,37.10%,34.36%,87.46%,43.73%,101.40%,50.70%,46.96%,97.46%,48.73%,113.00%,56.50%,52.33%
AR,Cross County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",489,493,636,875,1061,37.62%,18.81%,43.61%,21.81%,20.20%,37.92%,18.96%,43.97%,21.98%,20.36%,48.92%,24.46%,56.72%,28.36%,26.27%,67.31%,33.65%,78.04%,39.02%,36.14%,81.62%,40.81%,94.63%,47.31%,43.82%
AR,Dallas County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",455,493,584,861,1021,35.00%,17.50%,40.58%,20.29%,18.79%,33.23%,16.62%,38.53%,19.26%,20.36%,44.92%,22.46%,52.08%,26.04%,24.12%,66.23%,33.12%,76.79%,38.39%,35.56%,78.54%,39.27%,91.06%,45.53%,42.17%
AR,Desha County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",429,432,584,802,1005,33.00%,16.50%,38.26%,19.13%,17.72%,33.23%,16.62%,38.53%,19.26%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,61.69%,30.85%,71.53%,35.76%,33.12%,77.31%,38.65%,89.63%,44.82%,41.51%
AR,Drew County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",429,432,584,840,1034,33.00%,16.50%,38.26%,19.13%,17.72%,47.62%,23.81%,55.21%,27.60%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,64.62%,32.31%,74.92%,37.46%,34.69%,79.54%,39.77%,92.22%,46.11%,42.71%
AR,Faulkner County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",536,619,744,1040,1155,41.23%,20.62%,47.80%,23.90%,22.14%,35.38%,17.69%,41.03%,20.51%,25.57%,57.23%,28.62%,66.35%,33.18%,30.73%,80.00%,40.00%,92.75%,46.38%,42.95%,88.85%,44.42%,103.01%,51.51%,47.70%
AR,Franklin County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",457,460,623,803,936,35.15%,17.58%,40.76%,20.38%,18.87%,33.23%,16.62%,38.53%,19.26%,19.00%,47.92%,23.96%,55.56%,27.78%,25.73%,61.77%,30.88%,71.62%,35.81%,33.16%,72.00%,36.00%,83.48%,41.74%,38.66%
AR,Fulton County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",429,432,584,727,884,33.00%,16.50%,38.26%,19.13%,17.72%,45.23%,22.62%,52.44%,26.22%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,55.92%,27.96%,64.84%,32.42%,30.03%,68.00%,34.00%,78.84%,39.42%,36.51%
AR,Garland County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",473,588,795,1058,1298,36.38%,18.19%,42.19%,21.09%,19.54%,37.92%,18.96%,43.97%,21.98%,24.28%,61.15%,30.58%,70.90%,35.45%,32.83%,81.38%,40.69%,94.36%,47.18%,43.70%,99.85%,49.92%,115.76%,57.88%,53.61%
AR,Grant County,1,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",421,493,584,861,1034,32.38%,16.19%,37.55%,18.77%,17.39%,35.85%,17.92%,41.56%,20.78%,20.36%,44.92%,22.46%,52.08%,26.04%,24.12%,66.23%,33.12%,76.79%,38.39%,35.56%,79.54%,39.77%,92.22%,46.11%,42.71%
AR,Greene County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",393,466,627,870,1111,30.23%,15.12%,35.05%,17.53%,16.23%,36.69%,18.35%,42.54%,21.27%,19.25%,48.23%,24.12%,55.92%,27.96%,25.90%,66.92%,33.46%,77.59%,38.80%,35.93%,85.46%,42.73%,99.09%,49.54%,45.89%
AR,Hempstead County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",455,477,584,727,949,35.00%,17.50%,40.58%,20.29%,18.79%,39.23%,19.62%,45.48%,22.74%,19.70%,44.92%,22.46%,52.08%,26.04%,24.12%,55.92%,27.96%,64.84%,32.42%,30.03%,73.00%,36.50%,84.64%,42.32%,39.19%
AR,Hot Spring County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",472,510,605,806,935,36.31%,18.15%,42.10%,21.05%,19.49%,33.23%,16.62%,38.53%,19.26%,21.06%,46.54%,23.27%,53.96%,26.98%,24.99%,62.00%,31.00%,71.88%,35.94%,33.29%,71.92%,35.96%,83.39%,41.69%,38.62%
AR,Howard County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",390,432,584,767,945,30.00%,15.00%,34.78%,17.39%,16.11%,33.54%,16.77%,38.89%,19.44%,17.84%,44.92%,22.46%,52.08%,26.04%,24.12%,59.00%,29.50%,68.41%,34.20%,31.68%,72.69%,36.35%,84.28%,42.14%,39.03%
AR,Independence County,0,$7.50,"$15,600.00","$31,200.00","$13,455.00","$26,910.00","$29,055.00",433,436,590,747,947,33.31%,16.65%,38.62%,19.31%,17.88%,33.23%,16.62%,38.53%,19.26%,18.01%,45.38%,22.69%,52.62%,26.31%,24.37%,57.46%,28.73%,66.62%,33.31%,30.85%,72.85%,36.42%,84.46%,42.23%,39.11%
